calculation_id,calculation_type,calculation_period_start,calculation_period_end,calculation_version,result_id,grid_area_code,balance_responsible_party_id,metering_point_type,settlement_method,resolution,time,quantity,quantity_unit,quantity_qualities
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-11 23:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 00:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 01:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 02:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 03:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 04:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 05:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 06:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 07:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 08:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 09:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 10:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 11:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 12:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 13:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 14:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 15:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 16:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 17:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 18:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 19:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 20:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 21:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,0780a485-52b3-4fa7-a9af-ef0339c1e0a0,543,5790001330385,consumption,non_profiled,PT1H,2022-01-12 22:00:00.000000,10718.560,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,099e1207-fe6d-4324-8934-07d1451e5f82,543,5790001108212,production,"",PT1H,2022-01-11 23:00:00.000000,1190749.164,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,099e1207-fe6d-4324-8934-07d1451e5f82,543,5790001108212,production,"",PT1H,2022-01-12 00:00:00.000000,1190749.164,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,099e1207-fe6d-4324-8934-07d1451e5f82,543,5790001108212,production,"",PT1H,2022-01-12 01:00:00.000000,1190749.164,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,099e1207-fe6d-4324-8934-07d1451e5f82,543,5790001108212,production,"",PT1H,2022-01-12 02:00:00.000000,1190749.164,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,099e1207-fe6d-4324-8934-07d1451e5f82,543,5790001108212,production,"",PT1H,2022-01-12 03:00:00.000000,1190749.164,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,099e1207-fe6d-4324-8934-07d1451e5f82,543,5790001108212,production,"",PT1H,2022-01-12 04:00:00.000000,1190749.164,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,099e1207-fe6d-4324-8934-07d1451e5f82,543,5790001108212,production,"",PT1H,2022-01-12 05:00:00.000000,1190749.164,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,099e1207-fe6d-4324-8934-07d1451e5f82,543,5790001108212,production,"",PT1H,2022-01-12 06:00:00.000000,1190749.164,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,099e1207-fe6d-4324-8934-07d1451e5f82,543,5790001108212,production,"",PT1H,2022-01-12 07:00:00.000000,1190749.164,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,099e1207-fe6d-4324-8934-07d1451e5f82,543,5790001108212,production,"",PT1H,2022-01-12 08:00:00.000000,1190749.164,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,099e1207-fe6d-4324-8934-07d1451e5f82,543,5790001108212,production,"",PT1H,2022-01-12 09:00:00.000000,1190749.164,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,099e1207-fe6d-4324-8934-07d1451e5f82,543,5790001108212,production,"",PT1H,2022-01-12 10:00:00.000000,1190749.164,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,099e1207-fe6d-4324-8934-07d1451e5f82,543,5790001108212,production,"",PT1H,2022-01-12 11:00:00.000000,1190749.164,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,099e1207-fe6d-4324-8934-07d1451e5f82,543,5790001108212,production,"",PT1H,2022-01-12 12:00:00.000000,1190749.164,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,099e1207-fe6d-4324-8934-07d1451e5f82,543,5790001108212,production,"",PT1H,2022-01-12 13:00:00.000000,1190749.164,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,099e1207-fe6d-4324-8934-07d1451e5f82,543,5790001108212,production,"",PT1H,2022-01-12 14:00:00.000000,1190749.164,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,099e1207-fe6d-4324-8934-07d1451e5f82,543,5790001108212,production,"",PT1H,2022-01-12 15:00:00.000000,1190749.164,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,099e1207-fe6d-4324-8934-07d1451e5f82,543,5790001108212,production,"",PT1H,2022-01-12 16:00:00.000000,1190749.164,kWh,"[""missing"",""measured""]"
9d4ff72b-fca9-44cd-a829-5b1d9766e1a0,BalanceFixing,2022-01-11 23:00:00.000000,2022-01-12 23:00:00.000000,88,099e1207-fe6d-4324-8934-07d1451e5f82,543,5790001108212,production,"",PT1H,2022-01-12 17:00:00.000000,1190749.164,kWh,"[""missing"",""measured""]"
